;Idx_WF,WF_Ext,Year,AWDT,PASS_VOL,TRUCK_MD,TRUCK_HV,AWDT_FAC,AADT,PASSENGER,TRUCK_SU,TRUCK_MU,PctTrk_SU,PctTrk_MU
36012045,3601,2045,1185,772,253,160,0.956,1240,808,265,167,0.214,0.135
36012046,3601,2046,1204,784,258,162,0.956,1260,820,270,170,0.214,0.135
36012047,3601,2047,1223,797,262,164,0.956,1280,834,274,172,0.214,0.135
36012048,3601,2048,1242,809,266,167,0.956,1300,847,278,175,0.214,0.135
36012049,3601,2049,1261,822,269,170,0.956,1320,860,282,178,0.214,0.135
36012050,3601,2050,1280,834,274,172,0.956,1340,873,287,180,0.214,0.135
36012051,3601,2051,1299,846,278,175,0.956,1359,885,291,183,0.214,0.135
36012052,3601,2052,1317,858,282,177,0.956,1378,898,295,185,0.214,0.135
36012053,3601,2053,1336,870,286,180,0.956,1397,910,299,188,0.214,0.135
36012054,3601,2054,1354,881,290,183,0.956,1416,922,303,191,0.214,0.135
36012055,3601,2055,1370,893,293,184,0.956,1435,935,307,193,0.214,0.135
36012056,3601,2056,1389,905,297,187,0.956,1454,947,311,196,0.214,0.135
36012057,3601,2057,1407,917,301,189,0.956,1473,960,315,198,0.214,0.135
36012058,3601,2058,1426,929,305,192,0.956,1492,972,319,201,0.214,0.135
36012059,3601,2059,1444,941,309,194,0.956,1511,985,323,203,0.214,0.135
36012060,3601,2060,1462,953,312,197,0.956,1530,997,327,206,0.214,0.135
36022010,3602,2010,7272,5336,826,1110,0.959,7580,5562,861,1157,0.114,0.153
36022011,3602,2011,7247,5318,823,1106,0.959,7555,5544,858,1153,0.114,0.153
36022012,3602,2012,7109,5216,808,1085,0.959,7410,5437,842,1131,0.114,0.153
36022013,3602,2013,7353,5395,836,1122,0.959,7665,5624,871,1170,0.114,0.153
36022014,3602,2014,7468,5480,848,1140,0.959,7785,5713,884,1188,0.114,0.153
36022015,3602,2015,7910,5804,899,1207,0.959,8245,6050,937,1258,0.114,0.153
36022016,3602,2016,8297,6088,943,1266,0.959,8649,6346,983,1320,0.114,0.153
36022017,3602,2017,8513,6247,967,1299,0.959,8874,6512,1008,1354,0.114,0.153
36022018,3602,2018,8853,6497,1005,1351,0.959,9229,6773,1048,1408,0.114,0.153
36022019,3602,2019,8960,6575,1018,1367,0.959,9340,6854,1061,1425,0.114,0.153
36022020,3602,2020,9181,6737,1043,1401,0.959,9570,7023,1087,1460,0.114,0.153
36022021,3602,2021,9293,6820,1055,1418,0.959,9687,7109,1100,1478,0.114,0.153
36022022,3602,2022,9405,6901,1069,1435,0.959,9804,7194,1114,1496,0.114,0.153
36022023,3602,2023,9517,6984,1081,1452,0.959,9921,7280,1127,1514,0.114,0.153
36022024,3602,2024,9630,7066,1094,1470,0.959,10038,7366,1140,1532,0.114,0.153
36022025,3602,2025,9742,7148,1107,1487,0.959,10155,7451,1154,1550,0.114,0.153
36022026,3602,2026,9854,7230,1120,1504,0.959,10272,7537,1167,1568,0.114,0.153
36022027,3602,2027,9966,7314,1132,1520,0.959,10389,7624,1180,1585,0.114,0.153
36022028,3602,2028,10078,7396,1144,1538,0.959,10506,7710,1193,1603,0.114,0.153
36022029,3602,2029,10191,7478,1158,1555,0.959,10623,7795,1207,1621,0.114,0.153
36022030,3602,2030,10302,7560,1170,1572,0.959,10740,7881,1220,1639,0.114,0.153
36022031,3602,2031,10415,7642,1183,1590,0.959,10856,7966,1233,1657,0.114,0.153
36022032,3602,2032,10525,7724,1195,1606,0.959,10972,8052,1246,1674,0.114,0.153
36022033,3602,2033,10637,7805,1209,1623,0.959,11088,8136,1260,1692,0.114,0.153
36022034,3602,2034,10747,7886,1221,1640,0.959,11204,8221,1273,1710,0.114,0.153
36022035,3602,2035,10860,7969,1234,1657,0.959,11320,8307,1286,1727,0.114,0.153
36022036,3602,2036,10970,8050,1246,1674,0.959,11436,8392,1299,1745,0.114,0.153
36022037,3602,2037,11082,8132,1259,1691,0.959,11552,8477,1312,1763,0.114,0.153
36022038,3602,2038,11194,8214,1271,1709,0.959,11668,8562,1325,1781,0.114,0.153
36022039,3602,2039,11305,8295,1285,1725,0.959,11784,8647,1339,1798,0.114,0.153
36022040,3602,2040,11416,8377,1297,1742,0.959,11900,8732,1352,1816,0.114,0.153
36022041,3602,2041,11526,8458,1309,1759,0.959,12016,8817,1365,1834,0.114,0.153
36022042,3602,2042,11639,8541,1322,1776,0.959,12132,8903,1378,1851,0.114,0.153
36022043,3602,2043,11749,8622,1334,1793,0.959,12248,8988,1391,1869,0.114,0.153
36022044,3602,2044,11861,8703,1348,1810,0.959,12364,9072,1405,1887,0.114,0.153
36022045,3602,2045,11972,8785,1360,1827,0.959,12480,9158,1418,1904,0.114,0.153
36022046,3602,2046,12084,8867,1373,1844,0.959,12596,9243,1431,1922,0.114,0.153
36022047,3602,2047,12194,8948,1385,1861,0.959,12712,9328,1444,1940,0.114,0.153
36022048,3602,2048,12306,9030,1398,1878,0.959,12828,9413,1457,1958,0.114,0.153
36022049,3602,2049,12417,9112,1410,1895,0.959,12944,9499,1470,1975,0.114,0.153
36022050,3602,2050,12529,9193,1424,1912,0.959,13060,9583,1484,1993,0.114,0.153
36022051,3602,2051,12640,9275,1436,1929,0.959,13177,9669,1497,2011,0.114,0.153
36022052,3602,2052,12753,9358,1449,1946,0.959,13294,9755,1510,2029,0.114,0.153
36022053,3602,2053,12865,9440,1461,1964,0.959,13411,9841,1523,2047,0.114,0.153
36022054,3602,2054,12977,9523,1474,1980,0.959,13528,9927,1537,2064,0.114,0.153
36022055,3602,2055,13089,9605,1487,1997,0.959,13645,10013,1550,2082,0.114,0.153
36022056,3602,2056,13202,9688,1499,2015,0.959,13762,10099,1563,2100,0.114,0.153
36022057,3602,2057,13315,9770,1513,2032,0.959,13879,10184,1577,2118,0.114,0.153
36022058,3602,2058,13426,9852,1525,2049,0.959,13996,10270,1590,2136,0.114,0.153
36022059,3602,2059,13539,9935,1538,2066,0.959,14113,10356,1603,2154,0.114,0.153
36022060,3602,2060,13651,10017,1551,2083,0.959,14230,10442,1617,2171,0.114,0.153
36032010,3603,2010,0,0,0,0,0.984,0,0,0,0,0.187,0.141
36032011,3603,2011,0,0,0,0,0.984,0,0,0,0,0.187,0.141
36032012,3603,2012,0,0,0,0,0.984,0,0,0,0,0.187,0.141
36032013,3603,2013,0,0,0,0,0.984,0,0,0,0,0.187,0.141
36032014,3603,2014,984,661,184,139,0.984,1000,672,187,141,0.187,0.141
36032015,3603,2015,1029,691,192,146,0.984,1045,702,195,148,0.187,0.141
36032016,3603,2016,1081,726,202,153,0.984,1098,738,205,155,0.187,0.141
36032017,3603,2017,1400,941,261,198,0.984,1422,956,265,201,0.187,0.141
36032018,3603,2018,1414,950,264,200,0.984,1436,965,268,203,0.187,0.141
36032019,3603,2019,1439,966,269,204,0.984,1462,982,273,207,0.187,0.141
36032020,3603,2020,1457,979,272,206,0.984,1480,995,276,209,0.187,0.141
36032021,3603,2021,1477,992,276,209,0.984,1500,1008,280,212,0.187,0.141
36032022,3603,2022,1496,1005,279,212,0.984,1520,1021,284,215,0.187,0.141
36032023,3603,2023,1515,1017,283,215,0.984,1540,1034,288,218,0.187,0.141
36032024,3603,2024,1534,1032,286,216,0.984,1560,1049,291,220,0.187,0.141
36032025,3603,2025,1554,1045,290,219,0.984,1580,1062,295,223,0.187,0.141
36032026,3603,2026,1574,1058,294,222,0.984,1600,1075,299,226,0.187,0.141
36032027,3603,2027,1594,1072,297,225,0.984,1620,1089,302,229,0.187,0.141
36032028,3603,2028,1613,1084,301,228,0.984,1640,1102,306,232,0.187,0.141
36032029,3603,2029,1633,1097,305,231,0.984,1660,1115,310,235,0.187,0.141
36032030,3603,2030,1653,1111,309,233,0.984,1680,1129,314,237,0.187,0.141
36032031,3603,2031,1673,1125,312,236,0.984,1700,1143,317,240,0.187,0.141
36032032,3603,2032,1693,1138,316,239,0.984,1720,1156,321,243,0.187,0.141
36032033,3603,2033,1712,1150,320,242,0.984,1740,1169,325,246,0.187,0.141
36032034,3603,2034,1732,1163,324,245,0.984,1760,1182,329,249,0.187,0.141
36032035,3603,2035,1752,1177,327,248,0.984,1780,1196,332,252,0.187,0.141
36032036,3603,2036,1772,1191,331,250,0.984,1800,1210,336,254,0.187,0.141
36032037,3603,2037,1791,1203,335,253,0.984,1820,1223,340,257,0.187,0.141
36032038,3603,2038,1810,1216,338,256,0.984,1840,1236,344,260,0.187,0.141
36032039,3603,2039,1830,1230,341,259,0.984,1860,1250,347,263,0.187,0.141
36032040,3603,2040,1850,1243,345,262,0.984,1880,1263,351,266,0.187,0.141
36032041,3603,2041,1870,1257,349,264,0.984,1900,1277,355,268,0.187,0.141
36032042,3603,2042,1889,1270,352,267,0.984,1920,1291,358,271,0.187,0.141
36032043,3603,2043,1909,1283,356,270,0.984,1940,1304,362,274,0.187,0.141
36032044,3603,2044,1929,1296,360,273,0.984,1960,1317,366,277,0.187,0.141
36032045,3603,2045,1949,1309,364,276,0.984,1980,1330,370,280,0.187,0.141
36032046,3603,2046,1967,1322,367,278,0.984,2000,1344,373,283,0.187,0.141
36032047,3603,2047,1987,1336,371,280,0.984,2020,1358,377,285,0.187,0.141
36032048,3603,2048,2007,1349,375,283,0.984,2040,1371,381,288,0.187,0.141
36032049,3603,2049,2027,1362,379,286,0.984,2060,1384,385,291,0.187,0.141
36032050,3603,2050,2047,1376,382,289,0.984,2080,1398,388,294,0.187,0.141
36032051,3603,2051,2066,1388,386,292,0.984,2100,1411,392,297,0.187,0.141
36032052,3603,2052,2086,1401,390,295,0.984,2120,1424,396,300,0.187,0.141
36032053,3603,2053,2106,1415,394,297,0.984,2140,1438,400,302,0.187,0.141
36032054,3603,2054,2126,1429,397,300,0.984,2160,1452,403,305,0.187,0.141
36032055,3603,2055,2145,1442,400,303,0.984,2180,1465,407,308,0.187,0.141
36032056,3603,2056,2164,1454,404,306,0.984,2200,1478,411,311,0.187,0.141
36032057,3603,2057,2184,1468,407,309,0.984,2220,1492,414,314,0.187,0.141
36032058,3603,2058,2204,1481,411,312,0.984,2240,1505,418,317,0.187,0.141
36032059,3603,2059,2224,1495,415,314,0.984,2260,1519,422,319,0.187,0.141
36032060,3603,2060,2243,1507,419,317,0.984,2280,1532,426,322,0.187,0.141
36042010,3604,2010,23485,16087,3089,4309,0.962,24415,16724,3211,4480,0.132,0.184
36042011,3604,2011,20989,14378,2760,3851,0.962,21820,14947,2869,4004,0.132,0.184
36042012,3604,2012,22168,15185,2915,4068,0.962,23045,15786,3030,4229,0.132,0.184
36042013,3604,2013,22431,15365,2950,4116,0.962,23320,15974,3067,4279,0.132,0.184
36042014,3604,2014,22657,15521,2979,4157,0.962,23555,16136,3097,4322,0.132,0.184
36042015,3604,2015,24581,16839,3232,4510,0.962,25555,17506,3360,4689,0.132,0.184
36042016,3604,2016,24362,16687,3204,4471,0.962,25327,17348,3331,4648,0.132,0.184
36042017,3604,2017,25166,17239,3309,4618,0.962,26163,17922,3440,4801,0.132,0.184
36042018,3604,2018,26349,18049,3465,4835,0.962,27393,18764,3602,5027,0.132,0.184
36042019,3604,2019,27141,18592,3569,4980,0.962,28215,19328,3710,5177,0.132,0.184
36042020,3604,2020,27308,18706,3591,5011,0.962,28390,19447,3733,5210,0.132,0.184
36042021,3604,2021,27753,19011,3649,5093,0.962,28853,19764,3794,5295,0.132,0.184
36042022,3604,2022,28199,19317,3708,5174,0.962,29316,20082,3855,5379,0.132,0.184
36042023,3604,2023,28645,19622,3767,5256,0.962,29779,20399,3916,5464,0.132,0.184
36042024,3604,2024,29090,19927,3825,5338,0.962,30242,20716,3977,5549,0.132,0.184
36042025,3604,2025,29535,20232,3884,5419,0.962,30705,21033,4038,5634,0.132,0.184
36042026,3604,2026,29981,20537,3943,5501,0.962,31168,21350,4099,5719,0.132,0.184
36042027,3604,2027,30426,20842,4001,5583,0.962,31631,21668,4159,5804,0.132,0.184
36042028,3604,2028,30871,21147,4059,5665,0.962,32094,21985,4220,5889,0.132,0.184
36042029,3604,2029,31316,21452,4118,5746,0.962,32557,22302,4281,5974,0.132,0.184
36042030,3604,2030,31762,21757,4177,5828,0.962,33020,22619,4342,6059,0.132,0.184
36042031,3604,2031,32207,22062,4235,5910,0.962,33483,22936,4403,6144,0.132,0.184
36042032,3604,2032,32653,22367,4294,5992,0.962,33946,23253,4464,6229,0.132,0.184
36042033,3604,2033,33098,22672,4353,6073,0.962,34409,23570,4525,6314,0.132,0.184
36042034,3604,2034,33543,22977,4411,6155,0.962,34872,23887,4586,6399,0.132,0.184
36042035,3604,2035,33989,23282,4470,6237,0.962,35335,24204,4647,6484,0.132,0.184
36042036,3604,2036,34435,23588,4528,6319,0.962,35798,24522,4707,6569,0.132,0.184
36042037,3604,2037,34879,23893,4586,6400,0.962,36261,24839,4768,6654,0.132,0.184
36042038,3604,2038,35325,24198,4645,6482,0.962,36724,25156,4829,6739,0.132,0.184
36042039,3604,2039,35770,24502,4704,6564,0.962,37187,25473,4890,6824,0.132,0.184
36042040,3604,2040,36215,24807,4762,6646,0.962,37650,25790,4951,6909,0.132,0.184
36042041,3604,2041,36661,25112,4821,6728,0.962,38113,26107,5012,6994,0.132,0.184
36042042,3604,2042,37106,25417,4880,6809,0.962,38576,26424,5073,7079,0.132,0.184
36042043,3604,2043,37551,25722,4938,6891,0.962,39039,26741,5134,7164,0.132,0.184
36042044,3604,2044,37997,26027,4997,6973,0.962,39502,27058,5195,7249,0.132,0.184
36042045,3604,2045,38443,26333,5055,7055,0.962,39965,27376,5255,7334,0.132,0.184
36042046,3604,2046,38887,26638,5113,7136,0.962,40428,27693,5316,7419,0.132,0.184
36042047,3604,2047,39333,26944,5172,7217,0.962,40891,28011,5377,7503,0.132,0.184
36042048,3604,2048,39779,27249,5231,7299,0.962,41354,28328,5438,7588,0.132,0.184
36042049,3604,2049,40224,27554,5289,7381,0.962,41817,28645,5499,7673,0.132,0.184
36042050,3604,2050,40669,27859,5348,7462,0.962,42280,28962,5560,7758,0.132,0.184
36042051,3604,2051,41115,28163,5407,7545,0.962,42744,29279,5621,7844,0.132,0.184
36042052,3604,2052,41562,28469,5466,7627,0.962,43208,29597,5682,7929,0.132,0.184
36042053,3604,2053,42008,28775,5524,7709,0.962,43672,29915,5743,8014,0.132,0.184
36042054,3604,2054,42454,29081,5583,7790,0.962,44136,30233,5804,8099,0.132,0.184
36042055,3604,2055,42901,29387,5642,7872,0.962,44600,30551,5865,8184,0.132,0.184
36042056,3604,2056,43347,29693,5700,7954,0.962,45064,30869,5926,8269,0.132,0.184
36042057,3604,2057,43794,29999,5759,8036,0.962,45528,31187,5987,8354,0.132,0.184
36042058,3604,2058,44240,30304,5818,8118,0.962,45992,31504,6048,8440,0.132,0.184
36042059,3604,2059,44686,30610,5876,8200,0.962,46456,31822,6109,8525,0.132,0.184
36042060,3604,2060,45132,30915,5935,8282,0.962,46920,32140,6170,8610,0.132,0.184
36052010,3605,2010,2211,1586,325,300,0.959,2305,1653,339,313,0.147,0.136
36052011,3605,2011,2354,1689,346,319,0.959,2455,1761,361,333,0.147,0.136
36052012,3605,2012,2313,1659,340,314,0.959,2410,1729,354,327,0.147,0.136
36052013,3605,2013,2254,1617,331,306,0.959,2350,1686,345,319,0.147,0.136
36052014,3605,2014,2279,1634,335,310,0.959,2375,1703,349,323,0.147,0.136
36052015,3605,2015,2374,1703,349,322,0.959,2475,1775,364,336,0.147,0.136
36052016,3605,2016,2501,1794,367,340,0.959,2607,1870,383,354,0.147,0.136
36052017,3605,2017,3539,2538,520,481,0.959,3689,2646,542,501,0.147,0.136
36052018,3605,2018,3574,2564,525,485,0.959,3726,2673,547,506,0.147,0.136
36052019,3605,2019,3638,2610,534,494,0.959,3793,2721,557,515,0.147,0.136
36052020,3605,2020,3684,2643,541,500,0.959,3840,2755,564,521,0.147,0.136
36052021,3605,2021,3733,2677,549,507,0.959,3892,2791,572,529,0.147,0.136
36052022,3605,2022,3783,2714,555,514,0.959,3944,2829,579,536,0.147,0.136
36052023,3605,2023,3833,2749,563,521,0.959,3996,2866,587,543,0.147,0.136
36052024,3605,2024,3884,2785,571,528,0.959,4048,2903,595,550,0.147,0.136
36052025,3605,2025,3932,2821,577,534,0.959,4100,2941,602,557,0.147,0.136
36052026,3605,2026,3983,2857,585,541,0.959,4152,2978,610,564,0.147,0.136
36052027,3605,2027,4033,2892,593,548,0.959,4204,3015,618,571,0.147,0.136
36052028,3605,2028,4083,2929,600,554,0.959,4256,3053,625,578,0.147,0.136
36052029,3605,2029,4132,2964,607,561,0.959,4308,3090,633,585,0.147,0.136
36052030,3605,2030,4183,3001,614,568,0.959,4360,3128,640,592,0.147,0.136
36052031,3605,2031,4233,3036,622,575,0.959,4412,3165,648,599,0.147,0.136
36052032,3605,2032,4282,3072,629,581,0.959,4464,3202,656,606,0.147,0.136
36052033,3605,2033,4332,3108,636,588,0.959,4516,3240,663,613,0.147,0.136
36052034,3605,2034,4383,3144,644,595,0.959,4568,3277,671,620,0.147,0.136
36052035,3605,2035,4431,3179,651,601,0.959,4620,3314,679,627,0.147,0.136
36052036,3605,2036,4482,3216,658,608,0.959,4672,3352,686,634,0.147,0.136
36052037,3605,2037,4532,3250,666,616,0.959,4724,3388,694,642,0.147,0.136
36052038,3605,2038,4582,3286,673,623,0.959,4776,3425,702,649,0.147,0.136
36052039,3605,2039,4631,3322,680,629,0.959,4828,3463,709,656,0.147,0.136
36052040,3605,2040,4682,3358,688,636,0.959,4880,3500,717,663,0.147,0.136
36052041,3605,2041,4731,3393,695,643,0.959,4932,3537,725,670,0.147,0.136
36052042,3605,2042,4780,3429,702,649,0.959,4984,3575,732,677,0.147,0.136
36052043,3605,2043,4831,3465,710,656,0.959,5036,3612,740,684,0.147,0.136
36052044,3605,2044,4881,3501,717,663,0.959,5088,3650,747,691,0.147,0.136
36052045,3605,2045,4931,3537,724,670,0.959,5140,3687,755,698,0.147,0.136
36052046,3605,2046,4980,3572,732,676,0.959,5192,3724,763,705,0.147,0.136
36052047,3605,2047,5031,3609,739,683,0.959,5244,3762,770,712,0.147,0.136
36052048,3605,2048,5080,3644,746,690,0.959,5296,3799,778,719,0.147,0.136
36052049,3605,2049,5130,3680,754,696,0.959,5348,3836,786,726,0.147,0.136
36052050,3605,2050,5180,3716,761,703,0.959,5400,3874,793,733,0.147,0.136
36052051,3605,2051,5230,3752,768,710,0.959,5452,3911,801,740,0.147,0.136
36052052,3605,2052,5280,3787,776,717,0.959,5504,3948,809,747,0.147,0.136
36052053,3605,2053,5330,3823,783,724,0.959,5556,3985,816,755,0.147,0.136
36052054,3605,2054,5379,3858,790,731,0.959,5608,4022,824,762,0.147,0.136
36052055,3605,2055,5430,3895,797,738,0.959,5660,4060,831,769,0.147,0.136
36052056,3605,2056,5479,3930,805,744,0.959,5712,4097,839,776,0.147,0.136
36052057,3605,2057,5530,3966,813,751,0.959,5764,4134,847,783,0.147,0.136
36052058,3605,2058,5579,4002,819,758,0.959,5816,4172,854,790,0.147,0.136
36052059,3605,2059,5630,4038,827,765,0.959,5868,4209,862,797,0.147,0.136
36052060,3605,2060,5679,4073,835,771,0.959,5920,4246,870,804,0.147,0.136
36062010,3606,2010,16460,12140,1863,2457,1.012,16265,11996,1841,2428,0.113,0.149
36062011,3606,2011,16475,12150,1865,2460,1.012,16280,12006,1843,2431,0.113,0.149
36062012,3606,2012,16693,12311,1889,2493,1.012,16495,12165,1867,2463,0.113,0.149
36062013,3606,2013,16657,12286,1885,2486,1.012,16460,12140,1863,2457,0.113,0.149
36062014,3606,2014,17290,12751,1957,2582,1.012,17085,12600,1934,2551,0.113,0.149
36062015,3606,2015,18621,13733,2108,2780,1.012,18400,13570,2083,2747,0.113,0.149
36062016,3606,2016,19477,14364,2205,2908,1.012,19247,14194,2179,2874,0.113,0.149
36062017,3606,2017,19868,14653,2249,2966,1.012,19632,14479,2222,2931,0.113,0.149
36062018,3606,2018,20087,14814,2274,2999,1.012,19848,14638,2247,2963,0.113,0.149
36062019,3606,2019,20045,14784,2269,2992,1.012,19808,14609,2242,2957,0.113,0.149
36062020,3606,2020,20452,15084,2315,3053,1.012,20210,14905,2288,3017,0.113,0.149
36062021,3606,2021,20790,15333,2353,3104,1.012,20543,15151,2325,3067,0.113,0.149
36062022,3606,2022,21126,15581,2391,3154,1.012,20876,15396,2363,3117,0.113,0.149
36062023,3606,2023,21464,15829,2430,3205,1.012,21209,15641,2401,3167,0.113,0.149
36062024,3606,2024,21801,16078,2468,3255,1.012,21542,15887,2439,3216,0.113,0.149
36062025,3606,2025,22138,16327,2506,3305,1.012,21875,16133,2476,3266,0.113,0.149
36062026,3606,2026,22475,16575,2544,3356,1.012,22208,16378,2514,3316,0.113,0.149
36062027,3606,2027,22811,16823,2583,3405,1.012,22541,16624,2552,3365,0.113,0.149
36062028,3606,2028,23148,17072,2620,3456,1.012,22874,16870,2589,3415,0.113,0.149
36062029,3606,2029,23486,17320,2659,3507,1.012,23207,17115,2627,3465,0.113,0.149
36062030,3606,2030,23822,17568,2697,3557,1.012,23540,17360,2665,3515,0.113,0.149
36062031,3606,2031,24159,17818,2734,3607,1.012,23873,17607,2702,3564,0.113,0.149
36062032,3606,2032,24496,18066,2773,3657,1.012,24206,17852,2740,3614,0.113,0.149
36062033,3606,2033,24833,18314,2811,3708,1.012,24539,18097,2778,3664,0.113,0.149
36062034,3606,2034,25171,18563,2850,3758,1.012,24872,18343,2816,3713,0.113,0.149
36062035,3606,2035,25507,18812,2887,3808,1.012,25205,18589,2853,3763,0.113,0.149
36062036,3606,2036,25845,19060,2926,3859,1.012,25538,18834,2891,3813,0.113,0.149
36062037,3606,2037,26181,19308,2964,3909,1.012,25871,19079,2929,3863,0.113,0.149
36062038,3606,2038,26519,19558,3002,3959,1.012,26204,19326,2966,3912,0.113,0.149
36062039,3606,2039,26856,19806,3040,4010,1.012,26537,19571,3004,3962,0.113,0.149
36062040,3606,2040,27193,20054,3079,4060,1.012,26870,19816,3042,4012,0.113,0.149
36062041,3606,2041,27529,20303,3116,4110,1.012,27202,20062,3079,4061,0.113,0.149
36062042,3606,2042,27864,20550,3154,4160,1.012,27534,20306,3117,4111,0.113,0.149
36062043,3606,2043,28201,20799,3192,4210,1.012,27866,20552,3154,4160,0.113,0.149
36062044,3606,2044,28537,21046,3230,4261,1.012,28198,20796,3192,4210,0.113,0.149
36062045,3606,2045,28872,21292,3269,4311,1.012,28530,21040,3230,4260,0.113,0.149
36062046,3606,2046,29208,21541,3306,4361,1.012,28862,21286,3267,4309,0.113,0.149
36062047,3606,2047,29544,21788,3345,4411,1.012,29194,21530,3305,4359,0.113,0.149
36062048,3606,2048,29880,22037,3382,4461,1.012,29526,21776,3342,4408,0.113,0.149
36062049,3606,2049,30216,22284,3421,4511,1.012,29858,22020,3380,4458,0.113,0.149
36062050,3606,2050,30552,22532,3459,4561,1.012,30190,22265,3418,4507,0.113,0.149
36062051,3606,2051,30889,22781,3496,4612,1.012,30523,22511,3455,4557,0.113,0.149
36062052,3606,2052,31226,23029,3535,4662,1.012,30856,22756,3493,4607,0.113,0.149
36062053,3606,2053,31563,23277,3573,4713,1.012,31189,23001,3531,4657,0.113,0.149
36062054,3606,2054,31900,23527,3611,4762,1.012,31522,23248,3568,4706,0.113,0.149
36062055,3606,2055,32237,23775,3649,4813,1.012,31855,23493,3606,4756,0.113,0.149
36062056,3606,2056,32575,24023,3688,4864,1.012,32188,23738,3644,4806,0.113,0.149
36062057,3606,2057,32911,24273,3725,4913,1.012,32521,23985,3681,4855,0.113,0.149
36062058,3606,2058,33249,24521,3764,4964,1.012,32854,24230,3719,4905,0.113,0.149
36062059,3606,2059,33585,24769,3802,5014,1.012,33187,24475,3757,4955,0.113,0.149
36062060,3606,2060,33923,25018,3840,5065,1.012,33520,24721,3794,5005,0.113,0.149
36072010,3607,2010,1653,1111,309,233,0.984,1680,1129,314,237,0.187,0.141
36072011,3607,2011,1648,1107,308,233,0.984,1675,1125,313,237,0.187,0.141
36072012,3607,2012,1613,1084,301,228,0.984,1640,1102,306,232,0.187,0.141
36072013,3607,2013,1668,1121,311,236,0.984,1695,1139,316,240,0.187,0.141
36072014,3607,2014,1697,1140,317,240,0.984,1725,1159,322,244,0.187,0.141
36072015,3607,2015,1796,1206,336,254,0.984,1825,1226,341,258,0.187,0.141
36072016,3607,2016,1884,1265,352,267,0.984,1915,1286,358,271,0.187,0.141
36072017,3607,2017,1934,1299,361,274,0.984,1965,1320,367,278,0.187,0.141
36072018,3607,2018,2011,1351,376,284,0.984,2044,1373,382,289,0.187,0.141
36072019,3607,2019,2036,1369,380,287,0.984,2069,1391,386,292,0.187,0.141
36072020,3607,2020,2057,1383,384,290,0.984,2090,1405,390,295,0.187,0.141
36072021,3607,2021,2093,1406,391,296,0.984,2127,1429,397,301,0.187,0.141
