STATIONGROUP,FACTOR,OldFactor,NewFactor,DIFF
CO0,FAC_APR,0.5531101015400584,0.4836762492404292,-0.06943385229962917
CO1,FAC_APR,0.583450074999285,0.5186135655578735,-0.0648365094414115
CO2,FAC_APR,0.6718152149527876,0.9324382007100116,0.260622985757224
CO3,FAC_APR,0.6717606339314918,0.634564936279774,-0.03719569765171782
CO4,FAC_APR,1.0677080582283769,1.0783307500418855,0.010622691813508611
CO5,FAC_APR,1.006596105415035,1.0374392910435597,0.030843185628524727
CO6,FAC_APR,1.0189835786225854,0.9912336381742952,-0.027749940448290156
CO7,FAC_APR,0.9690366961925532,0.9099976277087418,-0.05903906848381135
CO8,FAC_APR,1.0130202126960517,0.9818574162728742,-0.03116279642317754
CO9,FAC_APR,0.9972792387070282,0.9778620631413651,-0.019417175565663025
COA,FAC_APR,0.9583419195002478,0.9604102542305843,0.0020683347303365185
COB,FAC_APR,0.9905459267090412,0.9777063987911268,-0.012839527917914428
COC,FAC_APR,0.9797418386315394,0.952609689084048,-0.027132149547491435
COD,FAC_APR,0.8790249090690947,0.8610714415063613,-0.017953467562733416
COE,FAC_APR,0.9729383367752176,0.9617670367044754,-0.011171300070742185
COJ,FAC_APR,1.2834746137021726,1.2591408101077095,-0.024333803594463133
COK,FAC_APR,0.8108622260428947,0.8736387489541381,0.06277652291124336
COM,FAC_APR,0.3134269014643246,0.218052387375617,-0.09537451408870762
CON,FAC_APR,0.9856344051011804,0.934841652189446,-0.05079275291173435
COO,FAC_APR,1.039255688339647,1.0842000852395122,0.04494439689986507
COP,FAC_APR,1.0366415136186071,0.9961942289081244,-0.040447284710482756
COQ,FAC_APR,0.9757872306276394,1.0098443522474,0.03405712161976071
COR,FAC_APR,0.9554075727248696,0.9159918664672568,-0.039415706257612815
COS,FAC_APR,1.0118908700264473,1.027683674787905,0.015792804761457724
COT,FAC_APR,1.0145887321507163,0.9959814569729324,-0.018607275177783933
COU,FAC_APR,1.0142297030706218,1.024106444137194,0.009876741066572325
COV,FAC_APR,1.0365961271609994,1.064405493856906,0.027809366695906723
COW,FAC_APR,1.070998960667917,1.1083576197667058,0.03735865909878866
COX,FAC_APR,1.0423884809905215,1.089440603748362,0.04705212275784043
COY,FAC_APR,0.8916020748360921,0.8826694965334365,-0.008932578302655592
CO0,FAC_AUG,1.7691281517831063,1.7949135140756984,0.025785362292592096
CO1,FAC_AUG,2.1090719060034773,1.9465421159859213,-0.16252979001755596
CO2,FAC_AUG,1.2306265876318874,0.9898742559688356,-0.24075233166305177
CO3,FAC_AUG,1.6290328700101508,1.4594894634775926,-0.16954340653255828
CO4,FAC_AUG,1.0752633551520756,1.005852297720372,-0.0694110574317035
CO5,FAC_AUG,1.1015458757490808,1.030501272076523,-0.07104460367255783
CO6,FAC_AUG,1.0390754561046625,1.0328511248991954,-0.00622433120546706
CO7,FAC_AUG,1.2271013509658215,1.1724752413228718,-0.05462610964294967
CO8,FAC_AUG,1.0058643473402584,1.0495114104650038,0.04364706312474542
CO9,FAC_AUG,1.2040117647861788,1.1222331145236093,-0.08177865026256947
COA,FAC_AUG,1.1809428888190956,1.196156965809393,0.01521407699029731
COB,FAC_AUG,1.0778772174771352,1.0699449403658816,-0.00793227711125355
COC,FAC_AUG,1.0567277706587563,1.0387311397476175,-0.01799663091113879
COD,FAC_AUG,1.1541147941658891,1.1866424524862618,0.03252765832037263
COE,FAC_AUG,1.198170754762276,1.1560232354588795,-0.04214751930339644
COJ,FAC_AUG,1.0907499167023211,0.9714011037044462,-0.11934881299787492
COK,FAC_AUG,1.0729662925878418,1.0532851748695533,-0.01968111771828851
COM,FAC_AUG,2.173472680623871,2.1496519850321785,-0.02382069559169242
CON,FAC_AUG,1.271878581385366,1.1628265491164962,-0.10905203226886973
COO,FAC_AUG,1.153737754268012,1.0808110498373074,-0.0729267044307047
COP,FAC_AUG,1.0897355889988405,1.057523604700089,-0.032211984298751384
COQ,FAC_AUG,1.143741649986394,1.0954942572624589,-0.04824739272393508
COR,FAC_AUG,1.145751417290657,1.1407536306087755,-0.004997786681881555
COS,FAC_AUG,1.072395186995016,1.0513171996743311,-0.021077987320684777
COT,FAC_AUG,1.039588185033299,1.0509663459180834,0.011378160884784272
COU,FAC_AUG,1.0223023067910366,1.0397929068923453,0.01749060010130865
COV,FAC_AUG,0.9683978591498278,0.9762570348707146,0.00785917572088679
COW,FAC_AUG,1.03298111996258,0.9749227425565428,-0.058058377406037254
COX,FAC_AUG,0.9425702704393802,0.9779951149189278,0.035424844479547524
COY,FAC_AUG,1.3178280745431616,1.2987174546056306,-0.019110619937531048
CO0,FAC_DEC,0.3392588674036976,0.3647926349907944,0.0255337675870968
CO1,FAC_DEC,0.4763747871284102,0.506592853738273,0.030218066609862815
CO2,FAC_DEC,1.0902834002390993,1.1237038469409772,0.03342044670187794
CO3,FAC_DEC,0.509268312044749,0.6157781219119614,0.10650980986721237
CO4,FAC_DEC,0.890782874408999,0.9073412749784128,0.016558400569413823
CO5,FAC_DEC,0.9346777807865456,0.9614805545892982,0.026802773802752533
CO6,FAC_DEC,0.9891757527541012,1.0086361539238111,0.01946040116970993
CO7,FAC_DEC,0.8605103995970143,0.8743167020284556,0.01380630243144132
CO8,FAC_DEC,0.9903488179002586,1.0185512427462269,0.028202424845968244
CO9,FAC_DEC,0.7665086634743213,0.8368028293101558,0.07029416583583448
COA,FAC_DEC,0.8158857786740691,0.8581184835186374,0.042232704844568314
COB,FAC_DEC,0.9604669957719044,0.9814284895480564,0.020961493776151974
COC,FAC_DEC,0.9750444947407672,0.9856752916896954,0.010630796948928212
COD,FAC_DEC,0.9454622627629468,0.9656879664107614,0.02022570364781462
COE,FAC_DEC,0.8776624223904689,0.8692868429803656,-0.008375579410103251
COJ,FAC_DEC,0.5309972101431941,0.6573902586487113,0.12639304850551714
COK,FAC_DEC,1.0704427858485035,1.0607015992280278,-0.00974118662047574
COM,FAC_DEC,0.4290072817433605,0.562546345666283,0.13353906392292253
CON,FAC_DEC,0.6214992824096253,0.6750170100605987,0.0535177276509734
COO,FAC_DEC,0.7977307915955704,0.781594285923607,-0.01613650567196334
COP,FAC_DEC,0.8822056992044852,0.9318476366597892,0.049641937455303986
COQ,FAC_DEC,0.8848846866901001,0.8447083940850624,-0.040176292605037744
COR,FAC_DEC,0.9238953238904388,0.9345919662088986,0.010696642318459793
