;Idx_WF,WF_Ext,Year,AWDT,PASS_VOL,TRUCK_MD,TRUCK_HV,AWDT_FAC,AADT,PASSENGER,TRUCK_SU,TRUCK_MU,PctTrk_SU,PctTrk_MU
36012053,3601,2053,1336,976,180,180,0.956,1397,1021,188,188,0.135,0.135
36012054,3601,2054,1354,988,183,183,0.956,1416,1034,191,191,0.135,0.135
36012055,3601,2055,1370,1002,184,184,0.956,1435,1049,193,193,0.135,0.135
36012056,3601,2056,1389,1015,187,187,0.956,1454,1062,196,196,0.135,0.135
36012057,3601,2057,1407,1029,189,189,0.956,1473,1077,198,198,0.135,0.135
36012058,3601,2058,1425,1041,192,192,0.956,1492,1090,201,201,0.135,0.135
36012059,3601,2059,1444,1056,194,194,0.956,1511,1105,203,203,0.135,0.135
36012060,3601,2060,1462,1068,197,197,0.956,1530,1118,206,206,0.135,0.135
36022010,3602,2010,7272,5052,1110,1110,0.959,7580,5266,1157,1157,0.153,0.153
36022011,3602,2011,7247,5035,1106,1106,0.959,7555,5249,1153,1153,0.153,0.153
36022012,3602,2012,7108,4938,1085,1085,0.959,7410,5148,1131,1131,0.153,0.153
36022013,3602,2013,7352,5108,1122,1122,0.959,7665,5325,1170,1170,0.153,0.153
36022014,3602,2014,7469,5189,1140,1140,0.959,7785,5409,1188,1188,0.153,0.153
36022015,3602,2015,7910,5496,1207,1207,0.959,8245,5729,1258,1258,0.153,0.153
36022016,3602,2016,8296,5764,1266,1266,0.959,8649,6009,1320,1320,0.153,0.153
36022017,3602,2017,8513,5915,1299,1299,0.959,8874,6166,1354,1354,0.153,0.153
36022018,3602,2018,8854,6152,1351,1351,0.959,9229,6413,1408,1408,0.153,0.153
36022019,3602,2019,8960,6226,1367,1367,0.959,9340,6490,1425,1425,0.153,0.153
36022020,3602,2020,9181,6379,1401,1401,0.959,9570,6650,1460,1460,0.153,0.153
36022021,3602,2021,9293,6457,1418,1418,0.959,9687,6731,1478,1478,0.153,0.153
36022022,3602,2022,9405,6535,1435,1435,0.959,9804,6812,1496,1496,0.153,0.153
36022023,3602,2023,9516,6612,1452,1452,0.959,9921,6893,1514,1514,0.153,0.153
36022024,3602,2024,9630,6690,1470,1470,0.959,10038,6974,1532,1532,0.153,0.153
36022025,3602,2025,9742,6768,1487,1487,0.959,10155,7055,1550,1550,0.153,0.153
36022026,3602,2026,9854,6846,1504,1504,0.959,10272,7136,1568,1568,0.153,0.153
36022027,3602,2027,9965,6925,1520,1520,0.959,10389,7219,1585,1585,0.153,0.153
36022028,3602,2028,10079,7003,1538,1538,0.959,10506,7300,1603,1603,0.153,0.153
36022029,3602,2029,10191,7081,1555,1555,0.959,10623,7381,1621,1621,0.153,0.153
36022030,3602,2030,10302,7158,1572,1572,0.959,10740,7462,1639,1639,0.153,0.153
36022031,3602,2031,10415,7235,1590,1590,0.959,10856,7542,1657,1657,0.153,0.153
36022032,3602,2032,10526,7314,1606,1606,0.959,10972,7624,1674,1674,0.153,0.153
36022033,3602,2033,10636,7390,1623,1623,0.959,11088,7704,1692,1692,0.153,0.153
36022034,3602,2034,10747,7467,1640,1640,0.959,11204,7784,1710,1710,0.153,0.153
36022035,3602,2035,10860,7546,1657,1657,0.959,11320,7866,1727,1727,0.153,0.153
36022036,3602,2036,10971,7623,1674,1674,0.959,11436,7946,1745,1745,0.153,0.153
36022037,3602,2037,11081,7699,1691,1691,0.959,11552,8026,1763,1763,0.153,0.153
36022038,3602,2038,11194,7776,1709,1709,0.959,11668,8106,1781,1781,0.153,0.153
36022039,3602,2039,11305,7855,1725,1725,0.959,11784,8188,1798,1798,0.153,0.153
36022040,3602,2040,11415,7931,1742,1742,0.959,11900,8268,1816,1816,0.153,0.153
36022041,3602,2041,11526,8008,1759,1759,0.959,12016,8348,1834,1834,0.153,0.153
36022042,3602,2042,11639,8087,1776,1776,0.959,12132,8430,1851,1851,0.153,0.153
36022043,3602,2043,11750,8164,1793,1793,0.959,12248,8510,1869,1869,0.153,0.153
36022044,3602,2044,11860,8240,1810,1810,0.959,12364,8590,1887,1887,0.153,0.153
36022045,3602,2045,11973,8319,1827,1827,0.959,12480,8672,1904,1904,0.153,0.153
36022046,3602,2046,12084,8396,1844,1844,0.959,12596,8752,1922,1922,0.153,0.153
36022047,3602,2047,12195,8473,1861,1861,0.959,12712,8832,1940,1940,0.153,0.153
36022048,3602,2048,12305,8549,1878,1878,0.959,12828,8912,1958,1958,0.153,0.153
36022049,3602,2049,12418,8628,1895,1895,0.959,12944,8994,1975,1975,0.153,0.153
36022050,3602,2050,12529,8705,1912,1912,0.959,13060,9074,1993,1993,0.153,0.153
36022051,3602,2051,12640,8782,1929,1929,0.959,13177,9155,2011,2011,0.153,0.153
36022052,3602,2052,12752,8860,1946,1946,0.959,13294,9236,2029,2029,0.153,0.153
36022053,3602,2053,12866,8938,1964,1964,0.959,13411,9317,2047,2047,0.153,0.153
36022054,3602,2054,12977,9017,1980,1980,0.959,13528,9400,2064,2064,0.153,0.153
36022055,3602,2055,13089,9095,1997,1997,0.959,13645,9481,2082,2082,0.153,0.153
36022056,3602,2056,13203,9173,2015,2015,0.959,13762,9562,2100,2100,0.153,0.153
36022057,3602,2057,13315,9251,2032,2032,0.959,13879,9643,2118,2118,0.153,0.153
36022058,3602,2058,13426,9328,2049,2049,0.959,13996,9724,2136,2136,0.153,0.153
36022059,3602,2059,13538,9406,2066,2066,0.959,14113,9805,2154,2154,0.153,0.153
36022060,3602,2060,13652,9486,2083,2083,0.959,14230,9888,2171,2171,0.153,0.153
36032010,3603,2010,0,0,0,0,0.984,0,0,0,0,0.141,0.141
36032011,3603,2011,0,0,0,0,0.984,0,0,0,0,0.141,0.141
36032012,3603,2012,0,0,0,0,0.984,0,0,0,0,0.141,0.141
36032013,3603,2013,0,0,0,0,0.984,0,0,0,0,0.141,0.141
36032014,3603,2014,985,707,139,139,0.984,1000,718,141,141,0.141,0.141
36032015,3603,2015,1029,737,146,146,0.984,1045,749,148,148,0.141,0.141
36032016,3603,2016,1081,775,153,153,0.984,1098,788,155,155,0.141,0.141
36032017,3603,2017,1400,1004,198,198,0.984,1422,1020,201,201,0.141,0.141
36032018,3603,2018,1414,1014,200,200,0.984,1436,1030,203,203,0.141,0.141
36032019,3603,2019,1439,1031,204,204,0.984,1462,1048,207,207,0.141,0.141
36032020,3603,2020,1457,1045,206,206,0.984,1480,1062,209,209,0.141,0.141
36032021,3603,2021,1477,1059,209,209,0.984,1500,1076,212,212,0.141,0.141
36032022,3603,2022,1497,1073,212,212,0.984,1520,1090,215,215,0.141,0.141
36032023,3603,2023,1516,1086,215,215,0.984,1540,1104,218,218,0.141,0.141
36032024,3603,2024,1534,1102,216,216,0.984,1560,1120,220,220,0.141,0.141
36032025,3603,2025,1554,1116,219,219,0.984,1580,1134,223,223,0.141,0.141
36032026,3603,2026,1574,1130,222,222,0.984,1600,1148,226,226,0.141,0.141
36032027,3603,2027,1593,1143,225,225,0.984,1620,1162,229,229,0.141,0.141
36032028,3603,2028,1613,1157,228,228,0.984,1640,1176,232,232,0.141,0.141
36032029,3603,2029,1633,1171,231,231,0.984,1660,1190,235,235,0.141,0.141
36032030,3603,2030,1653,1187,233,233,0.984,1680,1206,237,237,0.141,0.141
36032031,3603,2031,1672,1200,236,236,0.984,1700,1220,240,240,0.141,0.141
36032032,3603,2032,1692,1214,239,239,0.984,1720,1234,243,243,0.141,0.141
36032033,3603,2033,1712,1228,242,242,0.984,1740,1248,246,246,0.141,0.141
36032034,3603,2034,1732,1242,245,245,0.984,1760,1262,249,249,0.141,0.141
36032035,3603,2035,1752,1256,248,248,0.984,1780,1276,252,252,0.141,0.141
36032036,3603,2036,1771,1271,250,250,0.984,1800,1292,254,254,0.141,0.141
36032037,3603,2037,1791,1285,253,253,0.984,1820,1306,257,257,0.141,0.141
36032038,3603,2038,1811,1299,256,256,0.984,1840,1320,260,260,0.141,0.141
36032039,3603,2039,1831,1313,259,259,0.984,1860,1334,263,263,0.141,0.141
36032040,3603,2040,1850,1326,262,262,0.984,1880,1348,266,266,0.141,0.141
36032041,3603,2041,1870,1342,264,264,0.984,1900,1364,268,268,0.141,0.141
36032042,3603,2042,1890,1356,267,267,0.984,1920,1378,271,271,0.141,0.141
36032043,3603,2043,1910,1370,270,270,0.984,1940,1392,274,274,0.141,0.141
36032044,3603,2044,1930,1384,273,273,0.984,1960,1406,277,277,0.141,0.141
36032045,3603,2045,1949,1397,276,276,0.984,1980,1420,280,280,0.141,0.141
36032046,3603,2046,1967,1411,278,278,0.984,2000,1434,283,283,0.141,0.141
36032047,3603,2047,1987,1427,280,280,0.984,2020,1450,285,285,0.141,0.141
36032048,3603,2048,2007,1441,283,283,0.984,2040,1464,288,288,0.141,0.141
36032049,3603,2049,2026,1454,286,286,0.984,2060,1478,291,291,0.141,0.141
36032050,3603,2050,2046,1468,289,289,0.984,2080,1492,294,294,0.141,0.141
36032051,3603,2051,2066,1482,292,292,0.984,2100,1506,297,297,0.141,0.141
36032052,3603,2052,2086,1496,295,295,0.984,2120,1520,300,300,0.141,0.141
36032053,3603,2053,2105,1511,297,297,0.984,2140,1536,302,302,0.141,0.141
36032054,3603,2054,2125,1525,300,300,0.984,2160,1550,305,305,0.141,0.141
36032055,3603,2055,2145,1539,303,303,0.984,2180,1564,308,308,0.141,0.141
36032056,3603,2056,2165,1553,306,306,0.984,2200,1578,311,311,0.141,0.141
36032057,3603,2057,2185,1567,309,309,0.984,2220,1592,314,314,0.141,0.141
36032058,3603,2058,2204,1580,312,312,0.984,2240,1606,317,317,0.141,0.141
36032059,3603,2059,2224,1596,314,314,0.984,2260,1622,319,319,0.141,0.141
36032060,3603,2060,2244,1610,317,317,0.984,2280,1636,322,322,0.141,0.141
36042010,3604,2010,23484,14866,4309,4309,0.962,24415,15455,4480,4480,0.184,0.184
36042011,3604,2011,20988,13286,3851,3851,0.962,21820,13812,4004,4004,0.184,0.184
36042012,3604,2012,22167,14031,4068,4068,0.962,23045,14587,4229,4229,0.184,0.184
36042013,3604,2013,22432,14200,4116,4116,0.962,23320,14762,4279,4279,0.184,0.184
36042014,3604,2014,22657,14343,4157,4157,0.962,23555,14911,4322,4322,0.184,0.184
36042015,3604,2015,24581,15561,4510,4510,0.962,25555,16177,4689,4689,0.184,0.184
36042016,3604,2016,24362,15420,4471,4471,0.962,25327,16031,4648,4648,0.184,0.184
36042017,3604,2017,25166,15930,4618,4618,0.962,26163,16561,4801,4801,0.184,0.184
36042018,3604,2018,26348,16678,4835,4835,0.962,27393,17339,5027,5027,0.184,0.184
36042019,3604,2019,27140,17180,4980,4980,0.962,28215,17861,5177,5177,0.184,0.184
36042020,3604,2020,27307,17285,5011,5011,0.962,28390,17970,5210,5210,0.184,0.184
36042021,3604,2021,27753,17567,5093,5093,0.962,28853,18263,5295,5295,0.184,0.184
36042022,3604,2022,28199,17851,5174,5174,0.962,29316,18558,5379,5379,0.184,0.184
36042023,3604,2023,28645,18133,5256,5256,0.962,29779,18851,5464,5464,0.184,0.184
36042024,3604,2024,29091,18415,5338,5338,0.962,30242,19144,5549,5549,0.184,0.184
36042025,3604,2025,29534,18696,5419,5419,0.962,30705,19437,5634,5634,0.184,0.184
36042026,3604,2026,29980,18978,5501,5501,0.962,31168,19730,5719,5719,0.184,0.184
36042027,3604,2027,30426,19260,5583,5583,0.962,31631,20023,5804,5804,0.184,0.184
36042028,3604,2028,30872,19542,5665,5665,0.962,32094,20316,5889,5889,0.184,0.184
36042029,3604,2029,31316,19824,5746,5746,0.962,32557,20609,5974,5974,0.184,0.184
36042030,3604,2030,31762,20106,5828,5828,0.962,33020,20902,6059,6059,0.184,0.184
36042031,3604,2031,32207,20387,5910,5910,0.962,33483,21195,6144,6144,0.184,0.184
36042032,3604,2032,32653,20669,5992,5992,0.962,33946,21488,6229,6229,0.184,0.184
36042033,3604,2033,33097,20951,6073,6073,0.962,34409,21781,6314,6314,0.184,0.184
36042034,3604,2034,33543,21233,6155,6155,0.962,34872,22074,6399,6399,0.184,0.184
36042035,3604,2035,33989,21515,6237,6237,0.962,35335,22367,6484,6484,0.184,0.184
36042036,3604,2036,34435,21797,6319,6319,0.962,35798,22660,6569,6569,0.184,0.184
36042037,3604,2037,34878,22078,6400,6400,0.962,36261,22953,6654,6654,0.184,0.184
36042038,3604,2038,35324,22360,6482,6482,0.962,36724,23246,6739,6739,0.184,0.184
36042039,3604,2039,35770,22642,6564,6564,0.962,37187,23539,6824,6824,0.184,0.184
36042040,3604,2040,36216,22924,6646,6646,0.962,37650,23832,6909,6909,0.184,0.184
36042041,3604,2041,36662,23206,6728,6728,0.962,38113,24125,6994,6994,0.184,0.184
36042042,3604,2042,37106,23488,6809,6809,0.962,38576,24418,7079,7079,0.184,0.184
36042043,3604,2043,37552,23770,6891,6891,0.962,39039,24711,7164,7164,0.184,0.184
36042044,3604,2044,37997,24051,6973,6973,0.962,39502,25004,7249,7249,0.184,0.184
36042045,3604,2045,38443,24333,7055,7055,0.962,39965,25297,7334,7334,0.184,0.184
36042046,3604,2046,38887,24615,7136,7136,0.962,40428,25590,7419,7419,0.184,0.184
36042047,3604,2047,39333,24899,7217,7217,0.962,40891,25885,7503,7503,0.184,0.184
36042048,3604,2048,39779,25181,7299,7299,0.962,41354,26178,7588,7588,0.184,0.184
36042049,3604,2049,40224,25462,7381,7381,0.962,41817,26471,7673,7673,0.184,0.184
36042050,3604,2050,40668,25744,7462,7462,0.962,42280,26764,7758,7758,0.184,0.184
36042051,3604,2051,41115,26025,7545,7545,0.962,42744,27056,7844,7844,0.184,0.184
36042052,3604,2052,41562,26308,7627,7627,0.962,43208,27350,7929,7929,0.184,0.184
36042053,3604,2053,42009,26591,7709,7709,0.962,43672,27644,8014,8014,0.184,0.184
36042054,3604,2054,42454,26874,7790,7790,0.962,44136,27938,8099,8099,0.184,0.184
36042055,3604,2055,42900,27156,7872,7872,0.962,44600,28232,8184,8184,0.184,0.184
36042056,3604,2056,43347,27439,7954,7954,0.962,45064,28526,8269,8269,0.184,0.184
36042057,3604,2057,43794,27722,8036,8036,0.962,45528,28820,8354,8354,0.184,0.184
36042058,3604,2058,44239,28003,8118,8118,0.962,45992,29112,8440,8440,0.184,0.184
36042059,3604,2059,44686,28286,8200,8200,0.962,46456,29406,8525,8525,0.184,0.184
36042060,3604,2060,45132,28568,8282,8282,0.962,46920,29700,8610,8610,0.184,0.184
36052010,3605,2010,2211,1611,300,300,0.959,2305,1679,313,313,0.136,0.136
36052011,3605,2011,2354,1716,319,319,0.959,2455,1789,333,333,0.136,0.136
36052012,3605,2012,2313,1685,314,314,0.959,2410,1756,327,327,0.136,0.136
36052013,3605,2013,2254,1642,306,306,0.959,2350,1712,319,319,0.136,0.136
36052014,3605,2014,2279,1659,310,310,0.959,2375,1729,323,323,0.136,0.136
36052015,3605,2015,2374,1730,322,322,0.959,2475,1803,336,336,0.136,0.136
36052016,3605,2016,2502,1822,340,340,0.959,2607,1899,354,354,0.136,0.136
36052017,3605,2017,3540,2578,481,481,0.959,3689,2687,501,501,0.136,0.136
36052018,3605,2018,3574,2604,485,485,0.959,3726,2714,506,506,0.136,0.136
36052019,3605,2019,3639,2651,494,494,0.959,3793,2763,515,515,0.136,0.136
36052020,3605,2020,3684,2684,500,500,0.959,3840,2798,521,521,0.136,0.136
36052021,3605,2021,3733,2719,507,507,0.959,3892,2834,529,529,0.136,0.136
36052022,3605,2022,3783,2755,514,514,0.959,3944,2872,536,536,0.136,0.136
36052023,3605,2023,3834,2792,521,521,0.959,3996,2910,543,543,0.136,0.136
36052024,3605,2024,3884,2828,528,528,0.959,4048,2948,550,550,0.136,0.136
36052025,3605,2025,3932,2864,534,534,0.959,4100,2986,557,557,0.136,0.136
36052026,3605,2026,3983,2901,541,541,0.959,4152,3024,564,564,0.136,0.136
36052027,3605,2027,4033,2937,548,548,0.959,4204,3062,571,571,0.136,0.136
36052028,3605,2028,4082,2974,554,554,0.959,4256,3100,578,578,0.136,0.136
36052029,3605,2029,4132,3010,561,561,0.959,4308,3138,585,585,0.136,0.136
36052030,3605,2030,4183,3047,568,568,0.959,4360,3176,592,592,0.136,0.136
36052031,3605,2031,4233,3083,575,575,0.959,4412,3214,599,599,0.136,0.136
36052032,3605,2032,4282,3120,581,581,0.959,4464,3252,606,606,0.136,0.136
36052033,3605,2033,4332,3156,588,588,0.959,4516,3290,613,613,0.136,0.136
36052034,3605,2034,4383,3193,595,595,0.959,4568,3328,620,620,0.136,0.136
36052035,3605,2035,4431,3229,601,601,0.959,4620,3366,627,627,0.136,0.136
36052036,3605,2036,4481,3265,608,608,0.959,4672,3404,634,634,0.136,0.136
36052037,3605,2037,4532,3300,616,616,0.959,4724,3440,642,642,0.136,0.136
36052038,3605,2038,4582,3336,623,623,0.959,4776,3478,649,649,0.136,0.136
36052039,3605,2039,4631,3373,629,629,0.959,4828,3516,656,656,0.136,0.136
36052040,3605,2040,4681,3409,636,636,0.959,4880,3554,663,663,0.136,0.136
36052041,3605,2041,4732,3446,643,643,0.959,4932,3592,670,670,0.136,0.136
36052042,3605,2042,4780,3482,649,649,0.959,4984,3630,677,677,0.136,0.136
36052043,3605,2043,4831,3519,656,656,0.959,5036,3668,684,684,0.136,0.136
36052044,3605,2044,4881,3555,663,663,0.959,5088,3706,691,691,0.136,0.136
36052045,3605,2045,4932,3592,670,670,0.959,5140,3744,698,698,0.136,0.136
36052046,3605,2046,4980,3628,676,676,0.959,5192,3782,705,705,0.136,0.136
36052047,3605,2047,5031,3665,683,683,0.959,5244,3820,712,712,0.136,0.136
36052048,3605,2048,5081,3701,690,690,0.959,5296,3858,719,719,0.136,0.136
36052049,3605,2049,5129,3737,696,696,0.959,5348,3896,726,726,0.136,0.136
36052050,3605,2050,5180,3774,703,703,0.959,5400,3934,733,733,0.136,0.136
36052051,3605,2051,5230,3810,710,710,0.959,5452,3972,740,740,0.136,0.136
36052052,3605,2052,5281,3847,717,717,0.959,5504,4010,747,747,0.136,0.136
36052053,3605,2053,5329,3881,724,724,0.959,5556,4046,755,755,0.136,0.136
36052054,3605,2054,5380,3918,731,731,0.959,5608,4084,762,762,0.136,0.136
36052055,3605,2055,5430,3954,738,738,0.959,5660,4122,769,769,0.136,0.136
36052056,3605,2056,5479,3991,744,744,0.959,5712,4160,776,776,0.136,0.136
36052057,3605,2057,5529,4027,751,751,0.959,5764,4198,783,783,0.136,0.136
36052058,3605,2058,5580,4064,758,758,0.959,5816,4236,790,790,0.136,0.136
36052059,3605,2059,5630,4100,765,765,0.959,5868,4274,797,797,0.136,0.136
36052060,3605,2060,5679,4137,771,771,0.959,5920,4312,804,804,0.136,0.136
36062010,3606,2010,16460,11546,2457,2457,1.012,16265,11409,2428,2428,0.149,0.149
36062011,3606,2011,16475,11555,2460,2460,1.012,16280,11418,2431,2431,0.149,0.149
36062012,3606,2012,16694,11708,2493,2493,1.012,16495,11569,2463,2463,0.149,0.149
36062013,3606,2013,16657,11685,2486,2486,1.012,16460,11546,2457,2457,0.149,0.149
36062014,3606,2014,17291,12127,2582,2582,1.012,17085,11983,2551,2551,0.149,0.149
36062015,3606,2015,18621,13061,2780,2780,1.012,18400,12906,2747,2747,0.149,0.149
36062016,3606,2016,19477,13661,2908,2908,1.012,19247,13499,2874,2874,0.149,0.149
36062017,3606,2017,19867,13935,2966,2966,1.012,19632,13770,2931,2931,0.149,0.149
36062018,3606,2018,20087,14089,2999,2999,1.012,19848,13922,2963,2963,0.149,0.149
36062019,3606,2019,20045,14061,2992,2992,1.012,19808,13894,2957,2957,0.149,0.149
36062020,3606,2020,20452,14346,3053,3053,1.012,20210,14176,3017,3017,0.149,0.149
36062021,3606,2021,20790,14582,3104,3104,1.012,20543,14409,3067,3067,0.149,0.149
36062022,3606,2022,21126,14818,3154,3154,1.012,20876,14642,3117,3117,0.149,0.149
36062023,3606,2023,21464,15054,3205,3205,1.012,21209,14875,3167,3167,0.149,0.149
36062024,3606,2024,21801,15291,3255,3255,1.012,21542,15110,3216,3216,0.149,0.149
36062025,3606,2025,22137,15527,3305,3305,1.012,21875,15343,3266,3266,0.149,0.149
36062026,3606,2026,22475,15763,3356,3356,1.012,22208,15576,3316,3316,0.149,0.149
36062027,3606,2027,22811,16001,3405,3405,1.012,22541,15811,3365,3365,0.149,0.149
36062028,3606,2028,23149,16237,3456,3456,1.012,22874,16044,3415,3415,0.149,0.149
36062029,3606,2029,23486,16472,3507,3507,1.012,23207,16277,3465,3465,0.149,0.149
36062030,3606,2030,23822,16708,3557,3557,1.012,23540,16510,3515,3515,0.149,0.149
36062031,3606,2031,24160,16946,3607,3607,1.012,23873,16745,3564,3564,0.149,0.149
36062032,3606,2032,24496,17182,3657,3657,1.012,24206,16978,3614,3614,0.149,0.149
36062033,3606,2033,24834,17418,3708,3708,1.012,24539,17211,3664,3664,0.149,0.149
36062034,3606,2034,25171,17655,3758,3758,1.012,24872,17446,3713,3713,0.149,0.149
36062035,3606,2035,25507,17891,3808,3808,1.012,25205,17679,3763,3763,0.149,0.149
36062036,3606,2036,25845,18127,3859,3859,1.012,25538,17912,3813,3813,0.149,0.149
36062037,3606,2037,26181,18363,3909,3909,1.012,25871,18145,3863,3863,0.149,0.149
36062038,3606,2038,26519,18601,3959,3959,1.012,26204,18380,3912,3912,0.149,0.149
36062039,3606,2039,26856,18836,4010,4010,1.012,26537,18613,3962,3962,0.149,0.149
36062040,3606,2040,27192,19072,4060,4060,1.012,26870,18846,4012,4012,0.149,0.149
36062041,3606,2041,27529,19309,4110,4110,1.012,27202,19080,4061,4061,0.149,0.149
36062042,3606,2042,27864,19544,4160,4160,1.012,27534,19312,4111,4111,0.149,0.149
36062043,3606,2043,28201,19781,4210,4210,1.012,27866,19546,4160,4160,0.149,0.149
36062044,3606,2044,28537,20015,4261,4261,1.012,28198,19778,4210,4210,0.149,0.149
36062045,3606,2045,28872,20250,4311,4311,1.012,28530,20010,4260,4260,0.149,0.149
36062046,3606,2046,29209,20487,4361,4361,1.012,28862,20244,4309,4309,0.149,0.149
36062047,3606,2047,29544,20722,4411,4411,1.012,29194,20476,4359,4359,0.149,0.149
36062048,3606,2048,29881,20959,4461,4461,1.012,29526,20710,4408,4408,0.149,0.149
36062049,3606,2049,30215,21193,4511,4511,1.012,29858,20942,4458,4458,0.149,0.149
36062050,3606,2050,30552,21430,4561,4561,1.012,30190,21176,4507,4507,0.149,0.149
36062051,3606,2051,30890,21666,4612,4612,1.012,30523,21409,4557,4557,0.149,0.149
36062052,3606,2052,31226,21902,4662,4662,1.012,30856,21642,4607,4607,0.149,0.149
36062053,3606,2053,31564,22138,4713,4713,1.012,31189,21875,4657,4657,0.149,0.149
36062054,3606,2054,31899,22375,4762,4762,1.012,31522,22110,4706,4706,0.149,0.149
36062055,3606,2055,32237,22611,4813,4813,1.012,31855,22343,4756,4756,0.149,0.149
36062056,3606,2056,32575,22847,4864,4864,1.012,32188,22576,4806,4806,0.149,0.149
36062057,3606,2057,32911,23085,4913,4913,1.012,32521,22811,4855,4855,0.149,0.149
36062058,3606,2058,33249,23321,4964,4964,1.012,32854,23044,4905,4905,0.149,0.149
36062059,3606,2059,33584,23556,5014,5014,1.012,33187,23277,4955,4955,0.149,0.149
36062060,3606,2060,33922,23792,5065,5065,1.012,33520,23510,5005,5005,0.149,0.149
36072010,3607,2010,1653,1187,233,233,0.984,1680,1206,237,237,0.141,0.141
36072011,3607,2011,1648,1182,233,233,0.984,1675,1201,237,237,0.141,0.141
36072012,3607,2012,1613,1157,228,228,0.984,1640,1176,232,232,0.141,0.141
36072013,3607,2013,1668,1196,236,236,0.984,1695,1215,240,240,0.141,0.141
36072014,3607,2014,1697,1217,240,240,0.984,1725,1237,244,244,0.141,0.141
36072015,3607,2015,1796,1288,254,254,0.984,1825,1309,258,258,0.141,0.141
36072016,3607,2016,1885,1351,267,267,0.984,1915,1373,271,271,0.141,0.141
36072017,3607,2017,1934,1386,274,274,0.984,1965,1409,278,278,0.141,0.141
36072018,3607,2018,2011,1443,284,284,0.984,2044,1466,289,289,0.141,0.141
36072019,3607,2019,2035,1461,287,287,0.984,2069,1485,292,292,0.141,0.141
36072020,3607,2020,2056,1476,290,290,0.984,2090,1500,295,295,0.141,0.141
