;Idx_WF,WF_Ext,Year,AWDT,PASS_VOL,TRUCK_MD,TRUCK_HV,AWDT_FAC,AADT,PASSENGER,TRUCK_SU,TRUCK_MU,PctTrk_SU,PctTrk_MU
36102021,3610,2021,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102022,3610,2022,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102023,3610,2023,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102024,3610,2024,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102025,3610,2025,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102026,3610,2026,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102027,3610,2027,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102028,3610,2028,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102029,3610,2029,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102030,3610,2030,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102031,3610,2031,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102032,3610,2032,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102033,3610,2033,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102034,3610,2034,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102035,3610,2035,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102036,3610,2036,104,69,20,16,1.0404,100,66,19,15,0.1926,0.1492
36102037,3610,2037,109,72,21,17,1.0404,105,69,20,16,0.1926,0.1492
36102038,3610,2038,114,76,22,17,1.0404,110,73,21,16,0.1926,0.1492
36102039,3610,2039,120,79,23,18,1.0404,115,76,22,17,0.1926,0.1492
36102040,3610,2040,125,82,24,19,1.0404,120,79,23,18,0.1926,0.1492
36102041,3610,2041,130,85,25,20,1.0404,125,82,24,19,0.1926,0.1492
36102042,3610,2042,135,89,26,20,1.0404,130,86,25,19,0.1926,0.1492
36102043,3610,2043,140,93,27,21,1.0404,135,89,26,20,0.1926,0.1492
36102044,3610,2044,146,96,28,22,1.0404,140,92,27,21,0.1926,0.1492
36102045,3610,2045,151,99,29,23,1.0404,145,95,28,22,0.1926,0.1492
36102046,3610,2046,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102047,3610,2047,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102048,3610,2048,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102049,3610,2049,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102050,3610,2050,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102051,3610,2051,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102052,3610,2052,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102053,3610,2053,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102054,3610,2054,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102055,3610,2055,156,103,30,23,1.0404,150,99,29,22,0.1926,0.1492
36102056,3610,2056,166,109,32,25,1.0404,160,105,31,24,0.1926,0.1492
36102057,3610,2057,177,117,34,26,1.0404,170,112,33,25,0.1926,0.1492
36102058,3610,2058,187,123,36,28,1.0404,180,118,35,27,0.1926,0.1492
36102059,3610,2059,198,130,38,29,1.0404,190,125,37,28,0.1926,0.1492
36102060,3610,2060,208,136,41,31,1.0404,200,131,39,30,0.1926,0.1492
36112010,3611,2010,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112011,3611,2011,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112012,3611,2012,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112013,3611,2013,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112014,3611,2014,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112015,3611,2015,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112016,3611,2016,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112017,3611,2017,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112018,3611,2018,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112019,3611,2019,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112020,3611,2020,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112021,3611,2021,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112022,3611,2022,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112023,3611,2023,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112024,3611,2024,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112025,3611,2025,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112026,3611,2026,0,0,0,0,1.066,0,0,0,0,0.051,0.09
36112027,3611,2027,20787,17857,1060,1871,1.066,19500,16751,994,1755,0.051,0.09
36112028,3611,2028,21107,18131,1077,1900,1.066,19800,17008,1010,1782,0.051,0.09
36112029,3611,2029,21427,18406,1093,1928,1.066,20100,17266,1025,1809,0.051,0.09
36112030,3611,2030,21746,18681,1109,1957,1.066,20400,17524,1040,1836,0.051,0.09
36112031,3611,2031,22066,18955,1126,1986,1.066,20700,17781,1056,1863,0.051,0.09
36112032,3611,2032,22386,19230,1142,2015,1.066,21000,18039,1071,1890,0.051,0.09
36112033,3611,2033,22652,19459,1156,2038,1.066,21250,18254,1084,1912,0.051,0.09
36112034,3611,2034,22919,19688,1168,2063,1.066,21500,18469,1096,1935,0.051,0.09
36112035,3611,2035,23186,19916,1182,2087,1.066,21750,18683,1109,1958,0.051,0.09
36112036,3611,2036,23452,20145,1196,2111,1.066,22000,18898,1122,1980,0.051,0.09
36112037,3611,2037,23772,20420,1212,2139,1.066,22300,19156,1137,2007,0.051,0.09
36112038,3611,2038,24092,20694,1229,2168,1.066,22600,19413,1153,2034,0.051,0.09
36112039,3611,2039,24411,20969,1245,2197,1.066,22900,19671,1168,2061,0.051,0.09
36112040,3611,2040,24731,21244,1261,2226,1.066,23200,19929,1183,2088,0.051,0.09
36112041,3611,2041,25051,21519,1277,2255,1.066,23500,20187,1198,2115,0.051,0.09
36112042,3611,2042,25371,21793,1294,2283,1.066,23800,20444,1214,2142,0.051,0.09
36112043,3611,2043,25691,22068,1310,2312,1.066,24100,20702,1229,2169,0.051,0.09
36112044,3611,2044,26010,22343,1326,2341,1.066,24400,20960,1244,2196,0.051,0.09
36112045,3611,2045,26330,22617,1343,2370,1.066,24700,21217,1260,2223,0.051,0.09
36112046,3611,2046,26650,22892,1359,2398,1.066,25000,21475,1275,2250,0.051,0.09
36112047,3611,2047,26946,23147,1374,2425,1.066,25278,21714,1289,2275,0.051,0.09
36112048,3611,2048,27243,23402,1389,2452,1.066,25556,21953,1303,2300,0.051,0.09
36112049,3611,2049,27538,23656,1404,2478,1.066,25833,22191,1317,2325,0.051,0.09
36112050,3611,2050,27834,23909,1420,2505,1.066,26111,22429,1332,2350,0.051,0.09
36112051,3611,2051,28131,24164,1435,2532,1.066,26389,22668,1346,2375,0.051,0.09
36112052,3611,2052,28427,24419,1450,2558,1.066,26667,22907,1360,2400,0.051,0.09
36112053,3611,2053,28722,24673,1465,2585,1.066,26944,23145,1374,2425,0.051,0.09
36112054,3611,2054,29019,24927,1480,2612,1.066,27222,23384,1388,2450,0.051,0.09
36112055,3611,2055,29315,25182,1495,2638,1.066,27500,23623,1402,2475,0.051,0.09
36112056,3611,2056,29635,25456,1512,2667,1.066,27800,23880,1418,2502,0.051,0.09
36112057,3611,2057,29955,25731,1528,2696,1.066,28100,24138,1433,2529,0.051,0.09
36112058,3611,2058,30274,26006,1544,2725,1.066,28400,24396,1448,2556,0.051,0.09
36112059,3611,2059,30594,26280,1561,2753,1.066,28700,24653,1464,2583,0.051,0.09
36112060,3611,2060,30914,26555,1577,2782,1.066,29000,24911,1479,2610,0.051,0.09
36122010,3612,2010,22835,18933,1182,2720,1.0789,21165,17548,1096,2521,0.0518,0.1191
36122011,3612,2011,22349,18530,1158,2662,1.0789,20715,17175,1073,2467,0.0518,0.1191
36122012,3612,2012,22598,18735,1171,2692,1.0789,20945,17365,1085,2495,0.0518,0.1191
36122013,3612,2013,22668,18794,1174,2699,1.0789,21010,17420,1088,2502,0.0518,0.1191
36122014,3612,2014,23525,19505,1218,2802,1.0789,21805,18079,1129,2597,0.0518,0.1191
36122015,3612,2015,25009,20734,1296,2979,1.0789,23180,19218,1201,2761,0.0518,0.1191
36122016,3612,2016,26935,22332,1395,3208,1.0789,24965,20699,1293,2973,0.0518,0.1191
36122017,3612,2017,28362,23515,1469,3378,1.0789,26288,21795,1362,3131,0.0518,0.1191
36122018,3612,2018,29327,24315,1519,3492,1.0789,27182,22537,1408,3237,0.0518,0.1191
36122019,3612,2019,30617,25384,1586,3647,1.0789,28378,23528,1470,3380,0.0518,0.1191
36122020,3612,2020,26331,21830,1364,3136,1.0789,24405,20234,1264,2907,0.0518,0.1191
36122021,3612,2021,29754,24668,1542,3544,1.0789,27578,22864,1429,3285,0.0518,0.1191
36122022,3612,2022,30557,25335,1583,3639,1.0789,28322,23482,1467,3373,0.0518,0.1191
36122023,3612,2023,31840,26399,1650,3792,1.0789,29512,24468,1529,3515,0.0518,0.1191
36122024,3612,2024,56489,46835,2926,6728,1.0789,52358,43410,2712,6236,0.0518,0.1191
36122025,3612,2025,57246,47463,2966,6818,1.0789,53060,43992,2749,6319,0.0518,0.1191
36122026,3612,2026,58004,48091,3005,6908,1.0789,53762,44574,2785,6403,0.0518,0.1191
36122027,3612,2027,60418,50092,3130,7196,1.0789,56000,46429,2901,6670,0.0518,0.1191
36122028,3612,2028,60850,50450,3153,7247,1.0789,56400,46761,2922,6717,0.0518,0.1191
36122029,3612,2029,61282,50809,3174,7299,1.0789,56800,47093,2942,6765,0.0518,0.1191
36122030,3612,2030,61713,51166,3197,7351,1.0789,57200,47424,2963,6813,0.0518,0.1191
36122031,3612,2031,62145,51524,3219,7401,1.0789,57600,47756,2984,6860,0.0518,0.1191
36122032,3612,2032,62576,51882,3241,7453,1.0789,58000,48088,3004,6908,0.0518,0.1191
36122033,3612,2033,63251,52441,3277,7533,1.0789,58625,48606,3037,6982,0.0518,0.1191
36122034,3612,2034,63925,53000,3311,7614,1.0789,59250,49124,3069,7057,0.0518,0.1191
36122035,3612,2035,64599,53559,3347,7694,1.0789,59875,49642,3102,7131,0.0518,0.1191
36122036,3612,2036,65273,54118,3381,7775,1.0789,60500,50160,3134,7206,0.0518,0.1191
36122037,3612,2037,66029,54744,3420,7864,1.0789,61200,50741,3170,7289,0.0518,0.1191
36122038,3612,2038,66784,55371,3459,7954,1.0789,61900,51322,3206,7372,0.0518,0.1191
36122039,3612,2039,67539,55996,3499,8044,1.0789,62600,51901,3243,7456,0.0518,0.1191
36122040,3612,2040,68294,56623,3538,8134,1.0789,63300,52482,3279,7539,0.0518,0.1191
36122041,3612,2041,69050,57250,3577,8223,1.0789,64000,53063,3315,7622,0.0518,0.1191
36122042,3612,2042,69805,57875,3615,8314,1.0789,64700,53643,3351,7706,0.0518,0.1191
36122043,3612,2043,70560,58501,3655,8404,1.0789,65400,54223,3388,7789,0.0518,0.1191
36122044,3612,2044,71315,59127,3694,8494,1.0789,66100,54803,3424,7873,0.0518,0.1191
36122045,3612,2045,72071,59754,3733,8584,1.0789,66800,55384,3460,7956,0.0518,0.1191
36122046,3612,2046,72826,60381,3772,8673,1.0789,67500,55965,3496,8039,0.0518,0.1191
36122047,3612,2047,73724,61125,3819,8780,1.0789,68333,56655,3540,8138,0.0518,0.1191
36122048,3612,2048,74624,61871,3866,8888,1.0789,69167,57346,3583,8238,0.0518,0.1191
36122049,3612,2049,75523,62616,3912,8995,1.0789,70000,58037,3626,8337,0.0518,0.1191
36122050,3612,2050,76422,63362,3958,9102,1.0789,70833,58728,3669,8436,0.0518,0.1191
36122051,3612,2051,77322,64107,4005,9209,1.0789,71667,59419,3712,8536,0.0518,0.1191
36122052,3612,2052,78220,64852,4052,9316,1.0789,72500,60109,3756,8635,0.0518,0.1191
36122053,3612,2053,79119,65597,4099,9423,1.0789,73333,60800,3799,8734,0.0518,0.1191
36122054,3612,2054,80019,66344,4145,9530,1.0789,74167,61492,3842,8833,0.0518,0.1191
36122055,3612,2055,80918,67089,4192,9637,1.0789,75000,62183,3885,8932,0.0518,0.1191
36122056,3612,2056,81889,67893,4242,9753,1.0789,75900,62928,3932,9040,0.0518,0.1191
36122057,3612,2057,82860,68699,4292,9869,1.0789,76800,63675,3978,9147,0.0518,0.1191
36122058,3612,2058,83831,69504,4343,9984,1.0789,77700,64421,4025,9254,0.0518,0.1191
36122059,3612,2059,84802,70310,4392,10100,1.0789,78600,65168,4071,9361,0.0518,0.1191
36122060,3612,2060,85773,71115,4443,10215,1.0789,79500,65914,4118,9468,0.0518,0.1191
36132010,3613,2010,279,222,41,16,0.7246,385,307,56,22,0.1457,0.056
36132011,3613,2011,290,232,42,16,0.7246,400,320,58,22,0.1457,0.056
36132012,3613,2012,351,280,51,20,0.7246,485,387,71,27,0.1457,0.056
36132013,3613,2013,359,286,52,20,0.7246,495,395,72,28,0.1457,0.056
36132014,3613,2014,377,301,55,21,0.7246,520,415,76,29,0.1457,0.056
36132015,3613,2015,283,225,41,16,0.7246,390,311,57,22,0.1457,0.056
36132016,3613,2016,294,235,43,17,0.7246,406,324,59,23,0.1457,0.056
36132017,3613,2017,304,243,44,17,0.7246,420,335,61,24,0.1457,0.056
36132018,3613,2018,316,252,46,17,0.7246,436,348,64,24,0.1457,0.056
36132019,3613,2019,312,249,46,17,0.7246,431,344,63,24,0.1457,0.056
36132020,3613,2020,335,268,49,19,0.7246,463,370,67,26,0.1457,0.056
36132021,3613,2021,353,282,51,20,0.7246,487,389,71,27,0.1457,0.056
36132022,3613,2022,354,283,51,20,0.7246,489,391,71,27,0.1457,0.056
36132023,3613,2023,366,292,54,20,0.7246,505,403,74,28,0.1457,0.056
36132024,3613,2024,358,285,52,20,0.7246,494,394,72,28,0.1457,0.056
36132025,3613,2025,366,292,54,20,0.7246,505,403,74,28,0.1457,0.056
36132026,3613,2026,374,299,54,21,0.7246,516,412,75,29,0.1457,0.056
36132027,3613,2027,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132028,3613,2028,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132029,3613,2029,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132030,3613,2030,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132031,3613,2031,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132032,3613,2032,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132033,3613,2033,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132034,3613,2034,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132035,3613,2035,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132036,3613,2036,399,318,58,22,0.7246,550,439,80,31,0.1457,0.056
36132037,3613,2037,402,321,59,22,0.7246,555,443,81,31,0.1457,0.056
36132038,3613,2038,406,324,59,22,0.7246,560,447,82,31,0.1457,0.056
36132039,3613,2039,409,327,59,23,0.7246,565,451,82,32,0.1457,0.056
36132040,3613,2040,413,330,60,23,0.7246,570,455,83,32,0.1457,0.056
36132041,3613,2041,417,333,61,23,0.7246,575,459,84,32,0.1457,0.056
36132042,3613,2042,420,335,62,23,0.7246,580,463,85,32,0.1457,0.056
36132043,3613,2043,424,338,62,24,0.7246,585,467,85,33,0.1457,0.056
36132044,3613,2044,428,341,62,24,0.7246,590,471,86,33,0.1457,0.056
36132045,3613,2045,431,344,63,24,0.7246,595,475,87,33,0.1457,0.056
36132046,3613,2046,435,347,63,25,0.7246,600,479,87,34,0.1457,0.056
36132047,3613,2047,439,351,64,25,0.7246,606,484,88,34,0.1457,0.056
36132048,3613,2048,443,354,64,25,0.7246,611,488,89,34,0.1457,0.056
36132049,3613,2049,447,357,65,25,0.7246,617,492,90,35,0.1457,0.056
36132050,3613,2050,451,359,66,25,0.7246,622,496,91,35,0.1457,0.056
36132051,3613,2051,455,364,66,25,0.7246,628,502,91,35,0.1457,0.056
36132052,3613,2052,459,367,67,25,0.7246,633,506,92,35,0.1457,0.056
36132053,3613,2053,463,370,67,26,0.7246,639,510,93,36,0.1457,0.056
36132054,3613,2054,467,372,68,26,0.7246,644,514,94,36,0.1457,0.056
36132055,3613,2055,471,376,69,26,0.7246,650,519,95,36,0.1457,0.056
36132056,3613,2056,478,382,70,27,0.7246,660,527,96,37,0.1457,0.056
36132057,3613,2057,485,387,71,28,0.7246,670,534,98,38,0.1457,0.056
36132058,3613,2058,493,393,72,28,0.7246,680,543,99,38,0.1457,0.056
36132059,3613,2059,500,399,73,28,0.7246,690,550,101,39,0.1457,0.056
36132060,3613,2060,507,405,74,28,0.7246,700,559,102,39,0.1457,0.056
36142010,3614,2010,45382,30677,6354,8351,1.022,44405,30017,6217,8171,0.14,0.184
36142011,3614,2011,46460,31407,6504,8549,1.022,45460,30731,6364,8365,0.14,0.184
36142012,3614,2012,46879,31690,6563,8626,1.022,45870,31008,6422,8440,0.14,0.184
36142013,3614,2013,49225,33276,6891,9057,1.022,48165,32560,6743,8862,0.14,0.184
36142014,3614,2014,51488,34806,7208,9474,1.022,50380,34057,7053,9270,0.14,0.184
36142015,3614,2015,54115,36581,7576,9957,1.022,52950,35794,7413,9743,0.14,0.184
36142016,3614,2016,58823,39765,8235,10823,1.022,57557,38909,8058,10590,0.14,0.184
36142017,3614,2017,58176,39328,8144,10704,1.022,56924,38481,7969,10474,0.14,0.184
36142018,3614,2018,58002,39209,8120,10673,1.022,56753,38365,7945,10443,0.14,0.184
36142019,3614,2019,58639,39640,8210,10789,1.022,57377,38787,8033,10557,0.14,0.184
36142020,3614,2020,59521,40236,8333,10952,1.022,58240,39370,8154,10716,0.14,0.184
36142021,3614,2021,60552,40933,8477,11142,1.022,59249,40052,8295,10902,0.14,0.184
36142022,3614,2022,61584,41631,8622,11331,1.022,60258,40735,8436,11087,0.14,0.184
36142023,3614,2023,62615,42328,8766,11521,1.022,61267,41417,8577,11273,0.14,0.184
36142024,3614,2024,63646,43024,8911,11711,1.022,62276,42098,8719,11459,0.14,0.184
36142025,3614,2025,64677,43722,9055,11900,1.022,63285,42781,8860,11644,0.14,0.184
36142026,3614,2026,65708,44419,9199,12090,1.022,64294,43463,9001,11830,0.14,0.184
36142027,3614,2027,66941,45252,9372,12317,1.022,65500,44278,9170,12052,0.14,0.184
36142028,3614,2028,68065,46012,9529,12524,1.022,66600,45022,9324,12254,0.14,0.184
36142029,3614,2029,69189,46772,9687,12731,1.022,67700,45765,9478,12457,0.14,0.184
36142030,3614,2030,70314,47532,9844,12937,1.022,68800,46509,9632,12659,0.14,0.184
36142031,3614,2031,71438,48292,10001,13145,1.022,69900,47252,9786,12862,0.14,0.184
36142032,3614,2032,72562,49052,10159,13351,1.022,71000,47996,9940,13064,0.14,0.184
36142033,3614,2033,73584,49743,10302,13539,1.022,72000,48672,10080,13248,0.14,0.184
36142034,3614,2034,74606,50434,10445,13728,1.022,73000,49348,10220,13432,0.14,0.184
36142035,3614,2035,75628,51125,10588,13916,1.022,74000,50024,10360,13616,0.14,0.184
36142036,3614,2036,76650,51815,10731,14104,1.022,75000,50700,10500,13800,0.14,0.184
36142037,3614,2037,77723,52541,10881,14301,1.022,76050,51410,10647,13993,0.14,0.184
36142038,3614,2038,78796,53267,11031,14498,1.022,77100,52120,10794,14186,0.14,0.184
36142039,3614,2039,79869,53991,11182,14696,1.022,78150,52829,10941,14380,0.14,0.184
36142040,3614,2040,80942,54717,11332,14894,1.022,79200,53539,11088,14573,0.14,0.184
36142041,3614,2041,82016,55442,11482,15091,1.022,80250,54249,11235,14766,0.14,0.184
36142042,3614,2042,83089,56168,11632,15288,1.022,81300,54959,11382,14959,0.14,0.184
36142043,3614,2043,84162,56894,11783,15485,1.022,82350,55669,11529,15152,0.14,0.184
36142044,3614,2044,85235,57618,11933,15684,1.022,83400,56378,11676,15346,0.14,0.184
36142045,3614,2045,86308,58344,12083,15881,1.022,84450,57088,11823,15539,0.14,0.184
36142046,3614,2046,87381,59070,12233,16078,1.022,85500,57798,11970,15732,0.14,0.184
36142047,3614,2047,88460,59799,12385,16276,1.022,86556,58512,12118,15926,0.14,0.184
36142048,3614,2048,89538,60528,12536,16475,1.022,87611,59225,12266,16120,0.14,0.184
36142049,3614,2049,90618,61258,12686,16674,1.022,88667,59939,12413,16315,0.14,0.184
36142050,3614,2050,91696,61986,12837,16872,1.022,89722,60652,12561,16509,0.14,0.184
36142051,3614,2051,92775,62716,12989,17070,1.022,90778,61366,12709,16703,0.14,0.184
36142052,3614,2052,93853,63445,13140,17269,1.022,91833,62079,12857,16897,0.14,0.184
36142053,3614,2053,94933,64174,13290,17468,1.022,92889,62793,13004,17092,0.14,0.184
36142054,3614,2054,96011,64903,13441,17666,1.022,93944,63506,13152,17286,0.14,0.184
36142055,3614,2055,97090,65633,13593,17865,1.022,95000,64220,13300,17480,0.14,0.184
36142056,3614,2056,98112,66324,13736,18053,1.022,96000,64896,13440,17664,0.14,0.184
36142057,3614,2057,99134,67015,13879,18241,1.022,97000,65572,13580,17848,0.14,0.184
36142058,3614,2058,100156,67705,14022,18429,1.022,98000,66248,13720,18032,0.14,0.184
36142059,3614,2059,101178,68396,14165,18617,1.022,99000,66924,13860,18216,0.14,0.184
36142060,3614,2060,102200,69087,14308,18805,1.022,100000,67600,14000,18400,0.14,0.184
36152010,3615,2010,886,862,12,12,0.984,900,876,12,12,0.013,0.013
36152011,3615,2011,925,901,12,12,0.984,940,916,12,12,0.013,0.013
36152012,3615,2012,915,892,12,12,0.984,930,906,12,12,0.013,0.013
36152013,3615,2013,930,906,12,12,0.984,945,921,12,12,0.013,0.013
36152014,3615,2014,974,949,13,13,0.984,990,964,13,13,0.013,0.013
36152015,3615,2015,1048,1020,14,14,0.984,1065,1037,14,14,0.013,0.013
36152016,3615,2016,1084,1057,14,14,0.984,1102,1074,14,14,0.013,0.013
36152017,3615,2017,435,423,6,6,0.984,442,430,6,6,0.013,0.013
36152018,3615,2018,452,440,6,6,0.984,459,447,6,6,0.013,0.013
36152019,3615,2019,447,435,6,6,0.984,454,442,6,6,0.013,0.013
36152020,3615,2020,453,441,6,6,0.984,460,448,6,6,0.013,0.013
36152021,3615,2021,459,447,6,6,0.984,466,454,6,6,0.013,0.013
36152022,3615,2022,464,453,6,6,0.984,472,460,6,6,0.013,0.013
36152023,3615,2023,470,459,6,6,0.984,478,466,6,6,0.013,0.013
36152024,3615,2024,476,464,6,6,0.984,484,472,6,6,0.013,0.013
36152025,3615,2025,482,470,6,6,0.984,490,478,6,6,0.013,0.013
36152026,3615,2026,488,476,6,6,0.984,496,484,6,6,0.013,0.013
36152027,3615,2027,492,480,6,6,0.984,500,488,6,6,0.013,0.013
36152028,3615,2028,502,488,7,7,0.984,510,496,7,7,0.013,0.013
36152029,3615,2029,512,498,7,7,0.984,520,506,7,7,0.013,0.013
36152030,3615,2030,522,508,7,7,0.984,530,516,7,7,0.013,0.013
36152031,3615,2031,531,518,7,7,0.984,540,526,7,7,0.013,0.013
36152032,3615,2032,541,527,7,7,0.984,550,536,7,7,0.013,0.013
36152033,3615,2033,541,527,7,7,0.984,550,536,7,7,0.013,0.013
36152034,3615,2034,541,527,7,7,0.984,550,536,7,7,0.013,0.013
36152035,3615,2035,541,527,7,7,0.984,550,536,7,7,0.013,0.013
36152036,3615,2036,541,527,7,7,0.984,550,536,7,7,0.013,0.013
36152037,3615,2037,546,532,7,7,0.984,555,541,7,7,0.013,0.013
36152038,3615,2038,551,537,7,7,0.984,560,546,7,7,0.013,0.013
36152039,3615,2039,556,542,7,7,0.984,565,551,7,7,0.013,0.013
36152040,3615,2040,561,547,7,7,0.984,570,556,7,7,0.013,0.013
36152041,3615,2041,566,552,7,7,0.984,575,561,7,7,0.013,0.013
36152042,3615,2042,571,555,8,8,0.984,580,564,8,8,0.013,0.013
36152043,3615,2043,576,560,8,8,0.984,585,569,8,8,0.013,0.013
36152044,3615,2044,581,565,8,8,0.984,590,574,8,8,0.013,0.013
36152045,3615,2045,585,570,8,8,0.984,595,579,8,8,0.013,0.013
36152046,3615,2046,590,575,8,8,0.984,600,584,8,8,0.013,0.013
36152047,3615,2047,601,585,8,8,0.984,611,595,8,8,0.013,0.013
36152048,3615,2048,612,596,8,8,0.984,622,606,8,8,0.013,0.013
36152049,3615,2049,623,607,8,8,0.984,633,617,8,8,0.013,0.013
36152050,3615,2050,634,618,8,8,0.984,644,628,8,8,0.013,0.013
36152051,3615,2051,646,628,9,9,0.984,656,638,9,9,0.013,0.013
36152052,3615,2052,656,639,9,9,0.984,667,649,9,9,0.013,0.013
36152053,3615,2053,667,649,9,9,0.984,678,660,9,9,0.013,0.013
36152054,3615,2054,678,660,9,9,0.984,689,671,9,9,0.013,0.013
36152055,3615,2055,689,671,9,9,0.984,700,682,9,9,0.013,0.013
36152056,3615,2056,699,681,9,9,0.984,710,692,9,9,0.013,0.013
36152057,3615,2057,708,691,9,9,0.984,720,702,9,9,0.013,0.013
36152058,3615,2058,718,701,9,9,0.984,730,712,9,9,0.013,0.013
36152059,3615,2059,728,708,10,10,0.984,740,720,10,10,0.013,0.013
36152060,3615,2060,738,718,10,10,0.984,750,730,10,10,0.013,0.013
36162010,3616,2010,276,181,53,42,1.0404,265,174,51,40,0.1926,0.1492
36162011,3616,2011,286,188,55,43,1.0404,275,181,53,41,0.1926,0.1492
36162012,3616,2012,281,185,54,42,1.0404,270,178,52,40,0.1926,0.1492
36162013,3616,2013,276,181,53,42,1.0404,265,174,51,40,0.1926,0.1492
36162014,3616,2014,276,181,53,42,1.0404,265,174,51,40,0.1926,0.1492
36162015,3616,2015,286,188,55,43,1.0404,275,181,53,41,0.1926,0.1492
36162016,3616,2016,304,200,58,46,1.0404,292,192,56,44,0.1926,0.1492
36162017,3616,2017,312,205,60,47,1.0404,300,197,58,45,0.1926,0.1492
36162018,3616,2018,315,208,60,47,1.0404,303,200,58,45,0.1926,0.1492
36162019,3616,2019,320,211,61,48,1.0404,308,203,59,46,0.1926,0.1492
36162020,3616,2020,286,188,55,43,1.0404,275,181,53,41,0.1926,0.1492
36162021,3616,2021,310,205,59,46,1.0404,298,197,57,44,0.1926,0.1492
36162022,3616,2022,313,206,60,47,1.0404,301,198,58,45,0.1926,0.1492
36162023,3616,2023,317,208,61,48,1.0404,305,200,59,46,0.1926,0.1492
36162024,3616,2024,341,225,66,51,1.0404,328,216,63,49,0.1926,0.1492
36162025,3616,2025,343,226,67,51,1.0404,330,217,64,49,0.1926,0.1492
36162026,3616,2026,345,227,67,52,1.0404,332,218,64,50,0.1926,0.1492
36162027,3616,2027,624,410,121,94,1.0404,600,394,116,90,0.1926,0.1492
36162028,3616,2028,635,418,122,95,1.0404,610,402,117,91,0.1926,0.1492
36162029,3616,2029,645,424,124,97,1.0404,620,408,119,93,0.1926,0.1492
36162030,3616,2030,655,432,126,98,1.0404,630,415,121,94,0.1926,0.1492
36162031,3616,2031,666,439,128,99,1.0404,640,422,123,95,0.1926,0.1492
36162032,3616,2032,676,445,130,101,1.0404,650,428,125,97,0.1926,0.1492
36162033,3616,2033,689,453,133,103,1.0404,662,435,128,99,0.1926,0.1492
36162034,3616,2034,702,462,135,105,1.0404,675,444,130,101,0.1926,0.1492
36162035,3616,2035,716,470,138,107,1.0404,688,452,133,103,0.1926,0.1492
36162036,3616,2036,728,480,140,108,1.0404,700,461,135,104,0.1926,0.1492
36162037,3616,2037,739,486,143,110,1.0404,710,467,137,106,0.1926,0.1492
36162038,3616,2038,749,493,145,111,1.0404,720,474,139,107,0.1926,0.1492
